index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
181,NR_179296.1,1,1464,1,1303,89.0027,0.890027,39.3,60,2585119,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes dispar,0.890027322404372,0.312962602404553,0.351632578603427,0.01,WOL-44-DRS-L177
182,NR_179380.1,1,1492,9,1394,93.4316,8.21984,37.5,2.33,2854755,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lacticifex,8.21983914209115,2.30793294990785,0.280775926391268,0.07,WOL-44-DRS-L177
183,NR_179442.1,1,1499,1,1357,90.527,0.90527,39.7,16,1776379,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lascolaii,0.90527018012008,0.292939120220525,0.323593029631958,0.01,WOL-44-DRS-L177
184,NR_179449.1,1,1526,23,1391,91.1533,20.5098,38.9,40.6,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,20.5098296199214,6.75992785661869,0.329594539881146,0.18,WOL-44-DRS-L177
185,NR_179506.1,1,1478,2,1369,92.6252,1.83897,38.9,4.5,1805478,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella timonensis,1.83897158322057,0.531776469147639,0.289170574466597,0.02,WOL-44-DRS-L177
186,NR_179545.1,1,1471,25,1365,92.794,21.9028,37.7,9.44,1870987,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella vaginalis,21.9027872195785,6.52306731470009,0.297819051488992,0.2,WOL-44-DRS-L177
187,NR_179567.1,1,1491,1,1352,90.6774,0.906774,36,1,1907658,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ilei,0.906773977196512,0.290846465216737,0.32074857961402,0.01,WOL-44-DRS-L177
188,NR_179599.1,1,1429,1,1338,93.6319,0.936319,38.8,1,1937461,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella provencensis,0.936319104268719,0.244269101401461,0.260882321302457,0.01,WOL-44-DRS-L177
189,NR_179602.1,1,1448,1,1362,94.0608,0.940608,39.4,1,1944634,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas felix,0.94060773480663,0.236439064815181,0.251368403709532,0.01,WOL-44-DRS-L177
190,NR_179604.1,1,1455,30,1372,94.2955,27.0357,38.9,13.7,1944635,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella seckii,27.0357388316151,7.10513218916822,0.262805179226676,0.24,WOL-44-DRS-L177
191,NR_179605.1,1,1450,1,1266,87.3103,0.873103,34.5,1,1944636,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides provencensis,0.873103448275862,0.332971889423328,0.381365908107288,0.01,WOL-44-DRS-L177
192,NR_179646.1,1,1556,1,1367,87.8535,0.878535,38.5,1,2045301,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,'Megasphaera vaginalis' Bordigoni et al. 2020,0.87853470437018,0.326772248411351,0.371951440035159,0.01,WOL-44-DRS-L177
193,NR_179658.1,1,1528,1,1135,74.2801,0.742801,40.5,5,2086584,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Massilistercora,Massilistercora timonensis,0.742801047120419,0.437233078098003,0.588627439060572,0.01,WOL-44-DRS-L177
194,NR_179932.1,1,1396,23,1352,96.8481,20.9255,38.9,7.09,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,20.9255014326648,4.85298209684066,0.231917123346213,0.18,WOL-44-DRS-L177
195,NR_179975.1,1,1497,6,1395,93.1864,5.42418,37.1,10.3,2094150,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella muris,5.42418169672679,1.58190905081142,0.29164012919516,0.05,WOL-44-DRS-L177
196,NR_180026.1,1,1440,5,1386,96.25,4.70486,38.5,3.4,2696678,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia brookingsii,4.70486111111111,1.04637631177265,0.222403230841714,0.04,WOL-44-DRS-L177
197,NR_180156.1,1,1376,4,1209,87.8634,3.2093,37.3,16.8,2290935,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides acidifaciens,3.2093023255814,1.34020919133274,0.417601414690638,0.03,WOL-44-DRS-L177
198,NR_180396.1,1,1512,1,1339,88.5582,0.885582,35.2,18,2306975,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium goeldii,0.885582010582011,0.318423573807768,0.359564184912132,0.01,WOL-44-DRS-L177
199,NR_180397.1,1,1515,43,1382,91.2211,38.404,37.9,24,2306974,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium samirii,38.4039603960396,12.1163114898868,0.315496406228361,0.35,WOL-44-DRS-L177
200,NR_180431.1,1,1538,18,1405,91.3524,15.8056,39,4.44,2530390,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri,15.8055916775033,5.36312331385531,0.339318098511229,0.14,WOL-44-DRS-L177
201,NR_180452.1,1,1484,1,1339,90.2291,0.902291,41.7,1,2518605,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella hominis,0.902291105121294,0.297020731710438,0.329185037982293,0.01,WOL-44-DRS-L177
202,NR_180458.1,1,1490,1,1356,91.0067,0.910067,40.3,1,2650157,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,0.91006711409396,0.286181635213558,0.314462121289234,0.01,WOL-44-DRS-L177
203,NR_180463.1,1,1492,1,1369,91.756,0.91756,35.3,1,2650158,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luhongzhouii,0.917560321715818,0.275125627753903,0.299844730904911,0.01,WOL-44-DRS-L177
204,NR_180580.1,1,1325,1,1234,93.1321,0.931321,36.3,1,2584469,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella lakotia,0.931320754716981,0.253003392319371,0.271660854799973,0.01,WOL-44-DRS-L177
205,NR_180644.1,1,1305,2,1138,87.2031,1.70192,39.2,1,2603815,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella avium,1.70191570881226,0.682294268149506,0.400897802762317,0.02,WOL-44-DRS-L177
206,NR_180797.1,1,1468,34,1389,94.6185,31.7343,38.9,19.8,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,31.7343324250681,7.69388737650586,0.242446800942571,0.27,WOL-44-DRS-L177
207,NR_180815.1,1,1487,1,1363,91.6611,0.916611,39,1,2606633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oliverpabstia,Oliverpabstia intestinalis,0.916610625420309,0.276562875174362,0.301723400868874,0.01,WOL-44-DRS-L177
208,NR_180820.1,1,1475,1,1356,91.9322,0.919322,36.3,10,2606632,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Porcincola intestinalis,0.919322033898305,0.27243228533131,0.296340428365547,0.01,WOL-44-DRS-L177
209,NR_180822.1,1,1501,1,1368,91.1392,0.911392,37.7,1,2606636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bilifractor,Bilifractor porci,0.911392405063291,0.284271220109033,0.311908699841856,0.01,WOL-44-DRS-L177
210,NR_180833.1,1,1470,10,1377,93.6735,9.23265,40.6,8.1,2606635,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Waltera,Waltera intestinalis,9.23265306122449,2.50070550332044,0.270854486433911,0.08,WOL-44-DRS-L177
211,NR_181010.1,1,1412,8,1347,95.3966,6.72025,39.3,5.38,2786956,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecalis,6.72025495750708,2.40577216169502,0.35798822766502,0.06,WOL-44-DRS-L177
212,NR_181266.1,1,1489,1,1368,91.8737,0.918737,38.4,22,2800387,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella illustrans,0.918737407656145,0.273329759589795,0.297505856746494,0.01,WOL-44-DRS-L177
213,NR_181277.1,1,999,2,949,94.995,1.88589,40.7,1,2753162,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides pekinense,1.88588588588589,0.448769181816318,0.237962002459926,0.02,WOL-44-DRS-L177
214,NR_181358.1,1,1404,4,1380,98.2906,3.78419,36.8,13.2,2788944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena absiana,3.78418803418803,0.631558376676029,0.166894026134603,0.03,WOL-44-DRS-L177
215,NR_181379.1,1,1525,9,1395,91.4754,8.02951,36.5,3.44,2725562,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Caecibacteroides,Caecibacteroides pullorum,8.02950819672131,2.55871627138413,0.318664133430853,0.07,WOL-44-DRS-L177
216,NR_181397.1,1,1401,1,1260,89.9358,0.899358,33.5,1,2763671,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Jingyaoa,Jingyaoa shaoxingensis,0.899357601713062,0.300962054847856,0.334641141937974,0.01,WOL-44-DRS-L177
217,NR_181398.1,1,1390,36,1279,92.0144,32.3777,38.6,8,2763667,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,32.3776978417266,9.81208275843527,0.303050661798134,0.29,WOL-44-DRS-L177
218,NR_181532.1,1,1419,113,1380,97.2516,107.394,38.9,51.2,2792859,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides humanifaecis,107.393939393939,18.5990048545301,0.17318486461611,0.91,WOL-44-DRS-L177
219,NR_181796.1,1,1514,12,1381,91.2153,10.5885,38.4,10.1,2834431,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium phasiani,10.5885072655218,3.3877661814552,0.319947476684123,0.1,WOL-44-DRS-L177
220,NR_181797.1,1,1432,3,1168,81.5642,2.39316,38.7,1,2834432,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pongonis,2.39315642458101,1.16843320374546,0.488239377812518,0.02,WOL-44-DRS-L177
221,NR_181798.1,1,1516,8,1383,91.2269,6.46966,36.5,13.9,2834433,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguinibicoloris,6.46965699208443,2.51721521199957,0.389080165313147,0.06,WOL-44-DRS-L177
222,NR_181799.1,1,1513,2,1166,77.0654,1.5347,40.2,37,2809026,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium colobi,1.53469927296761,0.84140074699463,0.548251218864288,0.02,WOL-44-DRS-L177
223,NR_181803.1,1,1512,3,1381,91.336,2.70635,32.2,1,2809028,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium santillanense,2.70634920634921,0.855402517138163,0.316072484338442,0.02,WOL-44-DRS-L177
224,NR_181804.1,1,1514,5,1380,91.1493,4.47292,34.8,8.6,2834436,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pluvialisilvae,4.47291941875826,1.44000754940581,0.321939077052628,0.04,WOL-44-DRS-L177
225,NR_181805.1,1,1516,14,1381,91.095,12.5376,37.2,3.93,2834437,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium miconisargentati,12.537598944591,3.96393451073363,0.316163766942294,0.11,WOL-44-DRS-L177
